id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
3344,"White House-Center City, entire 2BR/2BA Condo",4957,A.J.,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90145,-77.02679,Entire home/apt,150,59,10,2016-08-31,0.05,2,362,0,
3686,Vita's Hideaway,4645,Vita,,Historic Anacostia,38.86339,-76.98889,Private room,60,31,84,2023-08-30,0.47,1,298,0,
3943,Historic Rowhouse Near Monuments,5059,Vasa,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91195,-77.00456,Private room,79,1,546,2025-05-27,2.78,5,331,41,Hosted License: 5007242201001033
4197,Capitol Hill Bedroom walk to Metro,5061,Sandra,,"Capitol Hill, Lincoln Park",38.88719,-76.99472,Private room,128,6,67,2025-05-20,0.34,2,346,6,Hosted License: 5007242201000749
4529,Bertina's  House Part One,5803,Bertina,,"Eastland Gardens, Kenilworth",38.90585,-76.94469,Private room,,30,102,2019-07-05,0.53,2,63,0,Exempt
5589,Cozy apt in Adams Morgan,6527,Ami,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91887,-77.04008,Entire home/apt,87,50,96,2023-08-17,0.50,1,133,0,
7103,Lovely guest suite in a quiet but close-in neighborhood,17633,Charlotte,,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.91999,-77.09774,Entire home/apt,74,31,91,2022-06-03,0.49,22,319,0,
11785,Sanctuary near Cathedral,32015,Teresa,,"Cathedral Heights, McLean Gardens, Glover Park",38.92622,-77.07591,Entire home/apt,90,31,416,2025-05-31,2.21,4,269,2,
12442,Peaches & Cream near Cathedral,32015,Teresa,,"Cathedral Heights, McLean Gardens, Glover Park",38.92756,-77.07667,Private room,52,31,120,2024-12-20,0.65,4,303,2,
13744,"Heart of the City -HalfBlock to METRO, Restaurants",53927,Victoria,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92836,-77.03136,Entire home/apt,125,30,38,2023-11-14,0.21,1,225,0,Hosted License: 5007242201000873
14218,Quiet Comfort near Nat'l Cathedral,32015,Teresa,,"Cathedral Heights, McLean Gardens, Glover Park",38.92668,-77.07686,Private room,64,31,106,2025-02-28,0.62,4,287,2,
17131,The Loft near National Cathedral,32015,Teresa,,"Cathedral Heights, McLean Gardens, Glover Park",38.92644,-77.07646,Private room,64,31,109,2025-01-13,0.59,4,321,1,
27682,Private 1-bed apartment-Walk to METRO,36646,Ellen,,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.9665,-77.00645,Entire home/apt,70,90,12,2025-05-03,0.07,2,287,1,
32087,Historic bed and breakfast Kalorama Washington DC,138459,Lucia,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91766,-77.04598,Private room,229,1,16,2024-09-25,0.10,11,330,1,Exempt
52092,People's Place 2- Convention Center,50148,Adreinne,,"Shaw, Logan Circle",38.9077,-77.02431,Entire home/apt,,31,197,2024-11-30,1.10,2,273,1,
62122,"STUDIO SUITE IN THE TREE TOPS:ADAMS MORGAN,WOODLEY",301975,Sarah,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92238,-77.04709,Entire home/apt,84,5,167,2025-06-01,1.07,1,140,29,Hosted License: 5007242201000081
67483,Charming B & B in Columbia Heights,332901,Chris And Shawanda,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.934628,-77.029839,Entire home/apt,76,31,165,2025-06-01,0.94,1,213,3,
93551,Upscale Master Close to Everything,481929,Christopher,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91433,-77.01876,Private room,79,31,104,2024-12-14,0.60,4,362,1,
116951,Upscale Private Close to Everything,481929,Christopher,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91436,-77.0181,Private room,71,31,87,2024-11-01,0.51,4,325,2,
150109,Great apartment in perfect location,723470,Steffanie,,"Dupont Circle, Connecticut Avenue/K Street",38.91525,-77.04001,Entire home/apt,,31,30,2022-03-01,0.18,1,70,0,
153545,Guest Room 3 miles to the White House,738459,Natasha,,"Brightwood Park, Crestwood, Petworth",38.94286,-77.04417,Private room,67,30,41,2024-12-13,0.24,4,0,1,Hosted License: 5007242201000811<br />Unhosted License: 5007262201000812
155859,~Upper North West GuestNest DC,745305,Larry And Paulette,,"Takoma, Brightwood, Manor Park",38.96628,-77.0309,Private room,,31,129,2019-10-28,0.76,2,86,0,
161913,X-tra large suite;3 min Wlk 2 Metro,767543,Dana,,"Dupont Circle, Connecticut Avenue/K Street",38.91296,-77.04639,Private room,99,31,5,2015-08-10,0.04,2,365,0,
164069,Master en-suite in historical house near monuments,5059,Vasa,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91366,-77.00803,Private room,115,1,265,2025-05-18,1.56,5,349,32,Hosted License: 5007242201001033
174808,Historic American Four Square,835242,Jeffrey,,Historic Anacostia,38.86432,-76.98749,Private room,95,2,93,2025-06-14,0.83,1,170,6,Hosted License: 5007242201001736
175608,People's Place  - Convention Center,50148,Adreinne,,"Shaw, Logan Circle",38.90756,-77.02212,Entire home/apt,72,31,191,2024-08-24,1.15,2,13,1,
178395,"Spare Room for Washington,DC Visit or entire house",852801,Allison,,"Takoma, Brightwood, Manor Park",38.96165,-77.01858,Private room,255,31,0,,,2,365,0,
196429,"Takoma Garden apt-Lush yard,pets ok",956417,Julia,,"Takoma, Brightwood, Manor Park",38.96923,-77.02041,Entire home/apt,119,31,5,2022-04-01,0.04,1,358,0,
198685,Private room in central location.,966613,Robin,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.93395,-77.01625,Private room,59,31,162,2025-05-03,0.96,1,213,5,
201116,Victorian Haven - Private Basement!,983611,Marta Reid,,"Takoma, Brightwood, Manor Park",38.97474,-77.01997,Entire home/apt,80,28,228,2025-04-13,1.36,1,290,3,Hosted License: 5007242201001837
204741,1-Suburbia in the City--Best Value!!!,1005751,Denise,,"Congress Heights, Bellevue, Washington Highlands",38.82768,-76.99624,Private room,37,31,116,2023-02-28,0.69,2,134,0,
223203,ROOM FOR RENT IN A NICE AREA OF DC,1159505,Elizabeth,,"Colonial Village, Shepherd Park, North Portal Estates",38.98853,-77.04441,Private room,81,2,15,2024-05-19,0.09,4,365,0,Hosted License: 5007242201001959
223922,Private Retreat Apt. in DC. Pets are Welcome Free!,738459,Natasha,,"Brightwood Park, Crestwood, Petworth",38.94482,-77.04437,Entire home/apt,130,1,230,2025-06-01,1.38,4,311,22,Hosted License: 5007242201000811<br />Unhosted License: 5007262201000812
251611,LUXURY LIVING AT A BARGAIN,1159505,Elizabeth,,"Colonial Village, Shepherd Park, North Portal Estates",38.98853,-77.04441,Private room,81,2,1,2019-03-10,0.01,4,365,0,Hosted License: 5007242201001959
251615,NICE HOUSE IN A VERY NICE NEIGHBORHOOD,1159505,Elizabeth,,"Colonial Village, Shepherd Park, North Portal Estates",38.98853,-77.04441,Private room,81,2,6,2022-08-19,0.07,4,365,0,Hosted License: 5007242201001959
251619,LUXURY LIVING AT A BARGAIN,1159505,Elizabeth,,"Colonial Village, Shepherd Park, North Portal Estates",38.98853,-77.04441,Private room,81,2,9,2023-04-03,0.06,4,365,0,Hosted License: 5007242201001959
262629,Guest bedroom and private bath.,36646,Ellen,,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.96691,-77.0044,Private room,55,90,44,2025-04-01,0.27,2,211,3,Exempt
290001,"Cozy Rowhouse Near Logan Circle, Convention Center",1505235,Jane,,"Shaw, Logan Circle",38.91001,-77.02563,Entire home/apt,201,2,199,2025-06-09,1.23,1,120,19,Unhosted License: 5007262201002841
296196,Charming Dupont English Basement,1528235,Frank,,"Dupont Circle, Connecticut Avenue/K Street",38.9146,-77.03602,Entire home/apt,128,3,114,2025-06-15,0.70,1,226,25,Hosted License: 5007242201000602
299030,Red Room - Washington 1-2/p Bedroom near Metro,1541062,Donna,,"Colonial Village, Shepherd Park, North Portal Estates",38.9806,-77.03084,Private room,86,1,57,2025-06-08,0.36,3,331,15,Hosted License: 5007242201000328
303723,Modern and Private 1BD English Unit in Shaw,1563230,Gennet,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91611,-77.02662,Entire home/apt,,2,178,2025-06-15,1.45,1,98,9,Hosted License: 5007242201004041
306465,"Spacious Dupont Circle Apt: Walk to Metro, Shops!",767543,Dana,,"Dupont Circle, Connecticut Avenue/K Street",38.91297,-77.0465,Entire home/apt,,60,19,2023-03-29,0.12,2,127,0,Hosted License: 5007242201002389
313405,Blue Room - Washington DC 1-2p Bedroom Near Metro,1541062,Donna,,"Colonial Village, Shepherd Park, North Portal Estates",38.9793,-77.0283,Private room,88,1,61,2025-06-13,0.38,3,364,17,Hosted License: 5007242201000328
339208,METRO ACCESSIBLE TWO BEDROOM APT,1722407,Wayne,,"Capitol View, Marshall Heights, Benning Heights",38.89094,-76.93638,Entire home/apt,72,4,181,2025-05-27,1.12,1,7,19,Hosted License: 5007242201000688
355527,"Steps to US Capitol, Library of Congress",1096793,Marina,,"Capitol Hill, Lincoln Park",38.88408,-77.0035,Entire home/apt,205,2,156,2025-03-24,0.96,1,223,5,Hosted License: 5007242201001215
382111,Capitol Hill Historic District Apt!,1907809,Micha,,"Capitol Hill, Lincoln Park",38.89099,-76.99458,Entire home/apt,174,3,284,2025-04-28,1.77,1,67,6,Hosted License: 5007242201000627
409582,Capitol Hill studio apartment (Eastern Market),2038963,Kelly,,"Capitol Hill, Lincoln Park",38.88306,-76.99497,Entire home/apt,224,2,620,2025-05-28,3.86,1,28,15,Hosted License: 5007242101000002
437005,"The Buddha behind the ""Blue Door""",2170422,Greta,,Historic Anacostia,38.86256,-76.98689,Private room,345,31,105,2021-09-23,0.66,2,364,0,
446147,2 Level Modern Condo in City Center,2215579,Vijay,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90549,-77.02847,Entire home/apt,123,150,0,,,1,173,0,
453159,1 block to metro-Capitol Hill Garden flat,40168,Crystal,,"Capitol Hill, Lincoln Park",38.87772,-76.985,Entire home/apt,139,3,466,2025-05-30,2.96,1,210,46,Hosted License: 5007242201001171
453315,Efficiency suite in Capitol Hill,2252538,Jennifer,,"Union Station, Stanton Park, Kingman Park",38.89538,-76.98648,Entire home/apt,95,2,1050,2025-06-07,6.59,1,211,63,Hosted License: 5007242201000823
501809,Upstair Private Close to Everything,481929,Christopher,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91454,-77.01814,Private room,68,31,36,2024-08-14,0.25,4,305,1,
525672,Capitol Hill-SLPS 4-Walk 2 blk Metro/Cafes,2583808,Desiree,,"Capitol Hill, Lincoln Park",38.88183,-76.98911,Entire home/apt,142,2,278,2025-03-30,1.77,2,299,11,Hosted License: 5007242201002738
538598,Walking Distance to the Capitol!,2645588,Justin,,"Union Station, Stanton Park, Kingman Park",38.89881,-76.99578,Entire home/apt,,30,12,2025-01-21,0.11,1,0,1,Unhosted License: 5007262201002840
542144,Ground floor apartment by Eastern Market metro,2666087,Rhea,,"Capitol Hill, Lincoln Park",38.88745,-76.99293,Entire home/apt,123,180,32,2024-06-07,0.23,1,290,0,
561697,Spacious Downtown DC Apartment,2761762,Russell,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91096,-77.00858,Entire home/apt,93,2,377,2025-06-09,2.40,4,306,26,Hosted License: 5007242201002692
563607,Stylish Studio in Dupont Circle with Washer/Dryer,2771266,Shafiq,,"Dupont Circle, Connecticut Avenue/K Street",38.91564,-77.03796,Entire home/apt,101,1,201,2025-06-12,1.84,2,242,37,Hosted License: 5007242201000536
654835,Georgetown's Chateau Bleu - Prv Rm2,1671809,Mary Beth,,"Georgetown, Burleith/Hillandale",38.91504,-77.07064,Private room,139,31,14,2022-05-14,0.09,1,365,0,
688914,Master BR and Bath in Sunny TH,3517743,Kanita,,"Douglas, Shipley Terrace",38.85045,-76.97992,Private room,90,31,11,2024-09-09,0.15,4,312,1,
722114,Cool Columbia Heights Garden Apt.,1565502,Joel,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9237,-77.0271,Entire home/apt,133,1,568,2025-06-03,3.68,1,264,55,Hosted License: 5007242201003716
723716,Apartment near Rock Creek Park,3138065,Steve,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93605,-77.04289,Entire home/apt,61,5,56,2025-06-06,0.46,3,65,10,Hosted License: 5007262201000218
748316,Cozy Cabin in the City on Cap Hill,1399272,Ken,,"Union Station, Stanton Park, Kingman Park",38.89707,-76.9881,Entire home/apt,125,2,784,2025-06-02,5.11,1,329,29,Hosted License: 5007242201000434
763569,Romantic Studio in Perfect Location,738459,Natasha,,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.93624,-77.05813,Entire home/apt,70,180,18,2023-05-07,0.12,4,186,0,
792578,Lovely Comfortable Home w/FREE PARKING,4027780,Leonard,,"River Terrace, Benning, Greenway, Dupont Park",38.88529,-76.9509,Entire home/apt,456,2,92,2019-04-21,0.62,1,365,0,Hosted License: 6574585512304987
794213,A beautiful flat in Adams Morgan,4071043,Grace,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92479,-77.04149,Entire home/apt,160,1,309,2025-05-26,2.02,4,356,9,Hosted License: 5007242201002563
800076,Walkers Paradise  with Private Patio,3885360,Too,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91646194458008,-77.03011322021484,Entire home/apt,139,1,252,2025-06-14,1.69,1,328,13,Hosted License: 5007242201001051
808830,Cozy comfort and convenience in DC,3765717,Jane,,"Cathedral Heights, McLean Gardens, Glover Park",38.92087,-77.07631,Private room,119,1,456,2025-06-06,3.02,1,360,34,Hosted License: 5007242201000557
828497,"Private floor with 3BR/2BA, free pkg, Metro",3825475,Sheri,,"Friendship Heights, American University Park, Tenleytown",38.94291,-77.07173,Private room,165,3,133,2025-05-18,0.90,1,205,10,Hosted License: 5007242201000639
841260,Metro Style Living in Washington DC,315148,John,,"Brightwood Park, Crestwood, Petworth",38.93719,-77.02335,Private room,,31,16,2023-12-05,0.11,36,312,0,
855587,"4 blocks from  Dupont metro, one bedroom apartment",4471145,Anamaria,,"Dupont Circle, Connecticut Avenue/K Street",38.91384,-77.04074,Entire home/apt,133,14,1,2025-06-11,1,2,179,1,Hosted License: 5007242201000384
860336,Luxury Spacious Master Suite RoofDeck in DuPont,511136,Tommy,,"Dupont Circle, Connecticut Avenue/K Street",38.90847,-77.04681,Private room,118,1,562,2025-05-25,3.75,4,259,23,Hosted License: 5007242201000569
860776,Gorgeous cozy room available in the heart of DC,315148,John,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91785,-77.01498,Private room,35,31,20,2025-02-24,0.19,36,334,1,
861775,Private BR Shared Bath Sunny TH - B,3517743,Kanita,,"Douglas, Shipley Terrace",38.8491,-76.97982,Private room,65,31,25,2024-07-20,0.20,4,309,1,
873182,Spacious English Basement w/ Natural Sun & Parking,4608059,Joy,,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95345,-76.99504,Entire home/apt,108,7,50,2024-10-19,0.47,1,331,2,Hosted License: 5007242201001457
883653,Green Historic Mt. Pleasant House,1541121,Asa,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9356,-77.04468,Entire home/apt,,4,39,2025-04-19,0.26,1,2,3,Unhosted License: 5007262201000253
886283,Tenleytown/AU Park Basement Apt.,4698675,Katy,,"Friendship Heights, American University Park, Tenleytown",38.94492,-77.09234,Entire home/apt,83,30,57,2024-08-16,0.38,1,298,1,Hosted License: 5007242201001442<br />Unhosted License: 5007262201001443
887461,Cozy room right next to the petworth metro station,315148,John,,"Brightwood Park, Crestwood, Petworth",38.93788,-77.02313,Private room,,31,22,2025-04-19,0.18,36,321,4,
888029,PERFECT ROOM FOR INTERNS OR STUDENTS,315148,John,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93664,-77.02298,Private room,,31,19,2025-02-28,0.13,36,337,2,
892183,SPACIOUS VICTORIAN HOME IN LOGAN CIRCLE!,4280278,Sara,,"Shaw, Logan Circle",38.90746,-77.02716,Entire home/apt,,3,279,2025-05-15,2.19,2,286,26,Hosted License: 5007242201001758<br />Unhosted License: 5007262201001759
893529,Chic and in the City Room,4752493,Kristie,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91223,-77.01067,Private room,350,31,1,2013-06-15,0.01,1,365,0,
898543,welcome to foggy bottom - on metro!,4795247,Diana,,"West End, Foggy Bottom, GWU",38.90153,-77.05434,Entire home/apt,,51,164,2023-03-23,1.25,3,301,0,
898544,welcome to the heart of washington,4795247,Diana,,"West End, Foggy Bottom, GWU",38.8996,-77.05277,Entire home/apt,,31,129,2025-04-15,0.94,3,215,1,
902573,Primo Live-In Office Near Downtown,481929,Christopher,,"Shaw, Logan Circle",38.91054,-77.02149,Private room,80,31,23,2016-11-16,0.16,4,363,0,
914968,Cozy Bedroom + Private Bath,504401,Shauna,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90454,-76.98793,Private room,66,2,68,2022-03-14,0.47,1,3,0,Unhosted License: 5007262201003125
925318,Basement Studio,4977214,Lisa,,"Brightwood Park, Crestwood, Petworth",38.9413,-77.03284,Entire home/apt,56,31,12,2025-03-07,0.08,1,345,2,
945426,1BR Suite in the Heart of Things,5121445,Rose,,"Friendship Heights, American University Park, Tenleytown",38.9604,-77.08253,Private room,83,2,566,2025-06-12,3.81,1,267,76,Hosted License: 5007242201000371
973608,Nice cozy basement room in the Bloomingdale area,315148,John,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91999,-77.01361,Private room,30,31,4,2025-05-23,0.03,36,265,1,
997859,Upscale DuPont/Kal+2 KINGS+Courtyard+Driveway Opt!,1662757,Gloria,,"Dupont Circle, Connecticut Avenue/K Street",38.9135,-77.04356,Entire home/apt,,31,97,2025-04-11,0.65,4,314,2,
1026034,Perfect studio in VERY central DC,2070536,Joel,,"Shaw, Logan Circle",38.91007,-77.03316,Entire home/apt,151,2,530,2025-05-20,3.60,2,126,40,Hosted License: 5007242201000142
1092713,Heart DuPont - Deluxe 1BR/1BA/Kitchen/Opt Parking,511136,Tommy,,"Dupont Circle, Connecticut Avenue/K Street",38.90989,-77.04602,Entire home/apt,145,1,469,2025-05-25,3.19,4,257,15,Hosted License: 5007242201000569
1225965,Part City Part Country Homestay!,6686327,Yolanda,,"Cathedral Heights, McLean Gardens, Glover Park",38.93152,-77.08399,Entire home/apt,325,31,14,2019-10-27,0.10,1,365,0,
1245292,Railroad Retirement w/Private Bath in Chevy Chase!,5448602,Maureen,,"Hawthorne, Barnaby Woods, Chevy Chase",38.96594,-77.078,Private room,95,31,358,2025-01-12,2.73,4,318,1,
1297417,Hip & Historic Combined,1813448,Dara,,"Shaw, Logan Circle",38.91351,-77.03112,Entire home/apt,200,3,14,2025-05-27,0.10,1,312,11,Hosted License: 5007242201001084
1433344,"Historic Capitol Hill, Best Location! 3 Bed/3 Bath",7703359,Dia,,"Capitol Hill, Lincoln Park",38.88197,-76.99537,Entire home/apt,336,3,104,2025-05-19,0.75,3,242,29,Hosted License: 5007242201003161
1472332,Brookland Haven Retreat – The Garden Suite,7882953,Escale,,"North Michigan Park, Michigan Park, University Heights",38.94858,-76.99163,Private room,,3,101,2025-03-31,0.95,4,1,12,Hosted License: 5007242201002134
1484387,"Master BR (free parking), Columbia Heights",2639916,Georg,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9316,-77.02438,Private room,106,31,16,2015-09-17,0.11,1,365,0,
1488282,"Chic Oasis ♥ Clean, Close to Metro",2629218,Graham,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93441,-77.02773,Entire home/apt,125,2,606,2025-05-18,4.22,2,307,55,Hosted License: 5007242201001031
1520425,"Brand-new, family-friendly home",7777552,Sejal,,"Union Station, Stanton Park, Kingman Park",38.90179,-76.99127,Entire home/apt,,1,148,2025-06-02,1.03,3,148,39,Hosted License: 5007242201001150
1537822,Park View Apt: kitchen | wifi | garden,8199495,Natalya,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93362,-77.02555,Entire home/apt,96,2,268,2025-06-02,3.57,1,238,38,Hosted License: 5007242201000521
1571112,"Surprisingly Sunny, Arty Apartment",8354112,Martha,,"Dupont Circle, Connecticut Avenue/K Street",38.91579,-77.04042,Entire home/apt,145,28,150,2025-06-13,1.05,2,224,10,Hosted License: 5007242201001262
1588843,Cozy Trinidad in-law suite,7777552,Sejal,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90609,-76.98975,Entire home/apt,,2,89,2025-04-12,0.62,3,271,1,Hosted License: 5007242201001150
1628328,Private row house apartment nestled in Shaw,8654665,Jason & Sandi,,"Shaw, Logan Circle",38.9126,-77.01748,Entire home/apt,150,2,527,2025-06-16,4.07,1,329,46,Hosted License: 5007242201000148
1641184,Peaceful Oasis Near U St/Dupont; Private Bedroom,8713526,Monika,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92042,-77.03977,Private room,89,31,76,2024-08-11,0.53,1,300,1,
1667080,Private & Comfortable NoMa Studio,8828921,Tony,,"Union Station, Stanton Park, Kingman Park",38.90438,-77.00177,Entire home/apt,78,2,352,2025-06-10,2.49,1,147,44,Hosted License: 5007242201000353
1688139,Studio Apt - AdMo,476581,Kelly,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91897,-77.0464,Entire home/apt,,31,21,2023-05-25,0.15,1,274,0,
1750913,Stunner on the Hill-2 Blocks to Metro+Sleeps 6+Pkg,9210898,Edmund,,"Union Station, Stanton Park, Kingman Park",38.896683,-77.0008129,Entire home/apt,224,4,22,2024-05-27,0.86,1,34,0,Unhosted License: 5007262201002579
1761677,"Classic scandinavian, kid haven",9260186,Maj,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92996,-77.04099,Entire home/apt,455,3,199,2025-06-13,1.42,3,4,41,Hosted License: 5007242201000268
1778080,"Gorgeous Washington, D.C. Getaway",9335278,Jennifer,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92263,-77.04492,Entire home/apt,96,31,57,2018-09-29,0.40,1,342,0,
1789722,Top Listing! Large 1BR Zen Boutique,9391057,Jenny,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93118,-77.03811,Entire home/apt,177,2,492,2025-05-26,3.47,2,157,29,Hosted License: 5007242201000979
1806338,Exceptionally large and bright  bedroom,9462131,Marina,,"Capitol Hill, Lincoln Park",38.88981,-76.98762,Private room,110,4,137,2025-06-11,1.00,2,313,23,Hosted License: 5007242201000200
1813962,DC-Logan Circle/14th St - Large 1BD,3045892,Francisco,,"Shaw, Logan Circle",38.90807,-77.03174,Entire home/apt,130,31,26,2025-04-30,0.19,1,303,2,
1824864,Gracie's Place on Capitol Hill,9550761,Sheila,,"Union Station, Stanton Park, Kingman Park",38.89864,-76.987747,Entire home/apt,138,2,236,2025-06-13,1.67,1,232,46,Hosted License: 5007242201001750
1825234,Cozy 1BR 1BA Westend gym pool,4176601,Y-C,,"West End, Foggy Bottom, GWU",38.90566,-77.05131,Private room,150,365,11,2015-04-07,0.08,1,365,0,
1838623,Furnished Private Room South of Takoma D.C.,9542055,Diane,,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.96885,-77.00968,Private room,22,31,18,2025-05-20,0.21,2,305,2,
1841397,Furnished Large Private Room S. of Takoma D.C.,9542055,Diane,,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.96971,-77.00793,Private room,33,31,18,2022-05-07,0.14,2,0,0,
1860120,Pet Friendly Private BSMT w/Parking & Backyard,10470695,Miguel,,"Brightwood Park, Crestwood, Petworth",38.94334,-77.01426,Entire home/apt,86,2,221,2025-06-08,2.05,1,71,16,Hosted License: 5007242201000358
1864715,Beautiful 1 BR Apt | Pool | Gym | Washer / D,9419684,Churchill,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.899914,-77.03313,Entire home/apt,338,1,35,2025-06-14,0.26,20,364,19,Exempt
1865861,House near downtown DC,3138065,Steve,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93584,-77.04107,Entire home/apt,154,2,28,2025-05-11,0.38,3,66,12,Unhosted License: 5007262201000218
1867513,Lux 2 BR Near White House | Wifi+Gym+Min to Metro,9419684,Churchill,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.899914,-77.03313,Entire home/apt,397,1,25,2020-01-05,0.18,20,365,0,Exempt
1901631,2BR/1BA Guest Suite - Union Station,9011212,David,,"Union Station, Stanton Park, Kingman Park",38.90192,-77.00103,Entire home/apt,178,30,209,2025-05-25,1.53,3,60,12,Hosted License: 5007242201001752<br />Unhosted License: 5007242201001753
1936134,Modern DC Northwest Apartment with Parking Spot,10017900,Elizabeth,,"North Cleveland Park, Forest Hills, Van Ness",38.95442,-77.07159,Entire home/apt,149,3,283,2025-05-24,2.14,1,275,16,Hosted License: 5007242201000526
2060129,3 blocks to Capitol - Great Neighborhood- Gorgeous,10292686,Capitol Hill Stay,,"Capitol Hill, Lincoln Park",38.89068,-77.00155,Entire home/apt,,31,25,2022-06-18,0.21,16,315,0,
2097166,Comfort & Charm in Georgetown - 3BD,3073728,Julia,,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.90632,-77.08163,Entire home/apt,223,4,142,2025-06-12,1.03,4,133,20,Hosted License: 5007242201000571<br />Unhosted License: 5007262201000572
2111965,Large bedroom in Cozy brick house,9354986,Jonathon,,"Takoma, Brightwood, Manor Park",38.96725,-77.02451,Private room,56,5,29,2024-12-06,0.22,5,353,2,Hosted License: 5007242201001133
2115421,"Nice room for rent on 18th st, few mins to Dupont",315148,John,,"Dupont Circle, Connecticut Avenue/K Street",38.90645,-77.03694,Private room,55,31,12,2025-06-08,0.26,36,325,2,
2198232,Secure Deluxe Room,11190236,Ruben,,"Brightwood Park, Crestwood, Petworth",38.94465,-77.01808,Private room,80,2,282,2025-05-24,2.06,1,193,29,Hosted License: 5007242201002192
2241400,"Modern, central studio with it all!",774839,Jedediah,,"Shaw, Logan Circle",38.9136,-77.02838,Entire home/apt,90,28,86,2025-05-24,0.62,1,259,8,Exempt
2259215,Dream Penthouse + Parking. Walk Everywhere!,3574033,Pheabe,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9252,-77.03629,Entire home/apt,272,3,206,2025-04-16,1.55,1,218,21,Hosted License: 5007242201002687
2263350,Renovated Condo in the Heart of DuPont Circle- 2 blks to Metro,17633,Charlotte,,"Dupont Circle, Connecticut Avenue/K Street",38.90887,-77.04234,Entire home/apt,142,31,93,2022-05-20,0.69,22,307,0,
2277705,Charming Lincoln Park Apartment!,11630609,Steven And Stephanie,,"Capitol Hill, Lincoln Park",38.8892,-76.98778,Entire home/apt,148,3,396,2025-06-06,2.87,1,21,24,Hosted License: 5007242201000882
2285431,Beautiful Sunny Primary Bedroom Suite w/ Balcony,743745,Louise,,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.91105,-77.08691,Private room,120,2,40,2025-06-06,0.40,2,185,15,Hosted License: 5007242201001142
2304761,Lovely private room close to Dupont circle,315148,John,,"Dupont Circle, Connecticut Avenue/K Street",38.91496,-77.0425,Private room,55,31,12,2025-03-24,0.11,36,303,1,
